Blog	months	soon	does	put	times	coming	hours	same	nice	family	once	able	yes	yet	whole	live	give	try	man	bad	morning	wanted	full	without	job	play	friend	someone	least	ago	told	making	together	doesn	believe	far	past	during	might	free	music	makes	point	later	keep	nbsp	already	beautiful	its	stop	until	quite	saw	different	kids	stuff	thanks	room	remember	read	crazy	watch	side	girl	almost	picture	kind	person	call	heart	weeks	mean	taking	won	guess	name	nothing	mind	called	working	small	amazing	change	real	used	head	hear	decided	happened	wait	book	sometimes	hand	set	fact	check	asked	three	children	must	story	wasn	run	isn	behind	leave	open	car	seen	seems	summer	wrong	couple	video	month	pictures	lost	goes	else	idea	god	use	high	trip	baby	stay	amp	half	excited	face	talk	knew	mom	song	boy	short	gone	reading	looks	top	cool	thinking	living	yesterday	playing	party	weekend	interesting	felt	late	moment	spent	money	watching	second	along	haven	probably	saying	lots	turned	hour	funny	comes	anyway	christmas	care	wish	under	instead	couldn	thank	water	words	special	gave	fall	enjoy	rest	running	birthday	white	waiting	ones	feeling	ended	wonder	turn	food	black	talking	awesome	city	heard	happen	between	anyone	eyes	gets	hot	busy	learn	guy	ask	girls	inside	loved	boys	favorite	write	tried	whatever	group	especially	please	needed	perfect	close	however	dinner	sweet	cold	moved	sunday	move	reason	ready	knows	walk	break	early	dad	says	tonight	tomorrow	list	rather	possible	seeing	cute	fast	four	young	true	taken	wonderful	hands	either	outside	miss	definitely	super	others	loves	sleep	moving	parents	sorry	hair	saturday	town	bring	means	important	class	easy	sad	age	front	line	com	bed	matter	guys	totally	spend	looked	country	worked	body	game	seem	less	chance	share	often	phone	writing	hit	wants	experience	huge	worth	update	yeah	lives	news	bought	buy	woman	due	usually	park	although	light	played	movie	sound	needs	self	listen	child	sister	starting	minutes	project	church	band	enjoyed	eat	kid	mother	etc	event	women	seriously	company	become	american	cause	met	across	entire	future	imagine	number	plan	red	several	mine	against	walking	wouldn	five	facebook	feels	meet	visit	sitting	case	friday	shows	forward	hate	air	completely	rock	single	given	word	yourself	ride	final	exactly	fine	sort	longer	quick	door	books	problem	men	deal	joy	date	pick	sense	kept	store	understand	center	random	table	large	photo	album	cannot	lol	takes	dream	sounds	finished	stand	glad	sit	alone	business	state	piece	minute	realized	using	http	father	cut	blue	hopefully	stuck	proud	version	okay	april	weather	walked	giving	works	songs	support	death	spring	within	based	street	simple	july	wall	brought	note	upon	dance	answer	forget	serious	brother	ways	passed	paper	evening	telling	afternoon	figure	wrote	leaving	finish	middle	recently	sign	dark	hey	gonna	meant	beach	forever	listening	quickly	complete	hoping	building	headed	normal	pay	road	view	following	watched	lately	born	turns	learned	camera	august	beginning	happens	team	information	sent	stage	lady	strong	march	halloween	www	themselves	drive	october	site	dog	games	plus	known	tired	hold	smile	currently	monday	office	learning	eating	track	catch
The Crazy Nelson Family	4	1	2	2	5	5	2	5	13	8	2	8	8	2	4	4	1	2	1	0	2	9	0	2	6	14	3	3	1	3	12	2	9	3	1	4	1	7	1	4	7	2	0	2	2	18	3	2	4	3	4	2	7	3	8	3	4	6	2	7	4	4	3	2	0	4	3	2	1	1	4	1	1	2	5	4	1	1	2	1	1	0	0	2	4	3	4	6	2	4	5	2	1	4	0	2	6	5	4	3	3	3	1	3	2	2	0	4	1	1	13	0	2	0	6	11	4	4	1	2	2	2	6	14	2	6	7	4	6	2	4	2	8	3	1	1	2	2	2	0	4	0	1	2	3	2	5	1	1	0	1	3	1	6	1	2	6	1	1	5	6	3	3	1	1	2	3	0	0	3	2	0	5	0	1	4	1	5	2	1	6	2	1	2	0	0	2	2	1	3	0	10	0	3	0	1	2	0	4	4	4	3	2	1	11	0	8	2	0	0	1	0	1	1	4	1	0	1	0	2	1	0	2	1	0	0	4	1	1	5	1	1	2	0	1	4	0	2	1	4	1	1	6	4	1	1	0	1	2	0	0	6	0	10	1	0	0	2	0	3	2	2	0	1	3	1	6	2	2	2	1	7	0	3	1	1	3	0	0	0	10	0	1	3	3	0	2	0	1	2	1	0	1	0	1	0	0	1	1	2	1	2	1	1	1	4	5	0	0	2	0	0	4	1	0	2	1	1	3	3	0	1	0	0	6	1	0	0	0	1	0	0	2	0	0	0	0	2	2	1	0	1	5	2	2	1	2	1	2	2	1	1	1	2	0	2	0	1	1	0	0	1	0	2	0	0	0	4	5	2	2	1	2	1	2	0	1	5	2	0	0	3	1	0	1	0	2	0	2	0	0	1	0	4	1	1	0	0	0	0	2	2	0	1	1	0	2	2	1	0	1	4	2	2	1	0	2	0	0	5	0	0	1	2	0	2	2	3	0	2	1	0	0	1	1	2	1	1	0	1	2	0	2	3	3	0	6	0	4	2	0	6	0	0	2	2	0	0	2	0	1	0	3	5	2	0	0	2	2	5	2	5	2	2	0	2	1	1	0	2	2	0	1	3	3	0	3	2	0	0	0	0	1	0	5	2	1	1	2	1
Our little Angels' journey	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Teetering on The Edge	5	6	7	9	14	3	7	5	10	12	13	17	5	5	5	2	9	6	8	6	11	14	3	8	17	3	19	6	6	10	20	6	3	3	6	3	10	8	2	6	2	4	4	11	4	40	2	0	3	3	6	34	3	8	1	18	7	14	9	4	0	1	4	5	15	4	14	9	7	1	8	5	5	1	15	9	7	10	12	6	7	4	0	4	8	12	2	9	7	7	3	8	4	9	15	2	10	8	2	4	4	19	3	4	7	5	3	2	4	4	3	6	17	0	16	4	3	2	1	5	32	13	4	7	0	5	2	7	0	13	6	18	8	6	8	5	2	1	1	1	3	9	5	5	1	3	1	2	18	3	7	5	5	2	10	10	3	8	6	4	4	4	0	3	6	1	1	0	5	12	4	5	9	3	1	8	0	1	6	5	0	4	8	7	8	6	5	3	18	4	9	0	7	14	3	2	5	7	2	4	0	3	10	5	2	3	1	4	0	1	9	3	11	6	2	1	0	6	3	3	0	7	6	1	3	3	3	3	5	0	3	9	37	0	0	2	19	7	6	0	3	3	6	0	6	0	3	8	2	1	5	0	9	0	3	4	10	3	1	3	5	4	1	5	0	1	4	1	2	1	0	11	5	6	1	2	13	1	3	3	5	3	4	3	0	3	3	1	2	2	3	1	0	0	2	3	4	3	8	7	5	6	3	3	5	0	1	3	1	0	2	0	2	6	1	0	22	0	6	8	0	1	0	6	2	1	8	1	0	2	6	1	1	5	1	3	2	2	10	2	0	3	1	1	0	3	16	7	3	7	8	0	2	0	6	4	0	4	6	2	1	9	2	4	2	8	7	1	0	0	1	1	3	7	2	3	4	7	1	2	0	0	6	1	1	0	1	0	2	1	2	1	0	4	2	1	1	1	1	2	6	0	0	6	1	5	3	4	5	1	0	0	1	3	3	4	3	1	0	1	2	3	1	1	0	0	12	3	2	0	1	2	3	7	1	7	0	2	8	7	1	3	2	4	1	3	0	3	1	1	6	0	0	2	5	1	0	4	1	6	5	1	0	2	1	0	3	1	0	1	2	2	2	9	2	6	2	5	4	0	0	0	3	0	1	0	0	1	3	7	2	1	3	1	3	1	0	3	0	1
a slight exaggeration of the truth	3	0	3	0	3	0	0	3	0	0	0	0	1	1	0	1	1	0	0	0	0	0	3	2	1	0	0	0	6	0	0	0	0	0	0	1	1	2	0	0	3	0	0	2	1	0	0	0	1	1	1	0	1	4	0	0	0	0	0	16	0	1	0	0	1	0	0	1	1	0	1	1	2	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	5	0	0	0	0	0	0	3	0	1	1	1	0	0	0	0	0	0	0	0	4	0	0	1	2	2	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	2	0	0	0	1	1	2	0	0	0	0	1	0	1	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	3	0	1	0	0	0	1	0	0	0	1	0	0	1	1	0	0	1	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	0	1	0	0	0	3	0	0	0	1	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	1	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	1	0	0	0	0	2	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	2	0	0	0	0	1	1	0	0	2	0	0	0	1	0	0	0	0	0	1	0	0	1	0	4	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	7	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0
The Mutant Brain	3	5	17	7	10	4	6	12	8	4	5	3	27	4	7	10	5	7	23	9	0	1	11	7	7	1	1	11	8	0	8	11	2	19	5	10	9	1	17	6	23	8	22	8	5	0	16	0	7	17	5	26	1	4	0	9	7	3	4	9	3	7	10	3	7	0	13	7	4	7	0	16	2	7	5	10	9	13	5	0	3	0	4	6	9	18	4	6	4	3	3	3	8	4	12	4	1	10	5	9	1	12	8	29	5	3	2	5	2	3	0	12	3	7	1	1	7	4	11	5	23	7	4	0	1	1	5	12	0	7	2	2	0	68	3	4	6	8	3	12	8	7	2	4	3	2	0	1	2	3	6	2	6	2	6	11	5	29	2	6	3	2	4	2	13	6	6	1	3	5	9	6	0	10	6	2	3	3	11	3	1	16	1	5	0	0	4	3	1	25	1	10	0	6	2	7	2	5	12	3	0	1	1	6	4	1	3	0	0	1	2	6	0	5	4	0	2	2	3	2	7	2	3	0	4	5	0	1	2	1	1	4	6	1	4	0	7	0	1	0	0	4	5	1	2	5	2	10	1	0	3	0	4	0	2	2	1	15	4	1	0	0	8	2	2	3	12	16	1	9	0	0	7	0	3	3	1	2	1	2	1	6	7	2	0	2	1	17	1	4	2	1	3	2	23	2	4	2	1	8	1	1	0	16	14	0	0	11	0	6	4	3	0	2	13	0	3	22	3	1	0	3	0	0	1	0	0	1	4	3	1	1	1	4	3	5	3	1	0	7	7	0	4	3	2	2	3	0	1	5	1	1	1	7	2	3	29	1	8	12	5	3	3	0	9	11	3	0	1	1	1	3	0	2	1	2	7	0	0	3	0	9	2	4	1	12	0	2	4	3	9	0	0	0	5	3	1	0	5	5	0	0	0	0	0	3	2	2	0	24	2	0	0	0	1	2	26	0	6	0	3	9	1	2	0	3	0	4	1	3	2	1	1	2	1	3	1	2	3	0	0	3	3	1	4	1	0	4	4	2	4	1	2	7	0	3	3	1	3	4	6	0	1	1	3	0	5	8	0	0	0	7	0	1	0	0	1	9	3	0	0	0	5	0	0	0	4	0	5	2	0	4	0	0	2	0	0	2	2	3
Serendipity	2	4	4	4	0	2	0	0	0	0	1	4	0	1	1	0	2	2	1	1	2	0	1	0	0	0	1	0	0	2	2	0	2	0	1	2	2	1	0	0	0	0	0	1	1	0	0	1	0	1	1	3	0	0	0	3	1	1	0	0	0	0	0	1	1	0	1	0	0	2	5	0	4	3	0	1	1	1	1	2	0	1	0	0	0	1	0	0	0	1	3	0	0	0	0	2	0	0	2	1	1	0	0	0	0	0	1	0	1	1	0	0	8	0	5	0	3	2	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	3	0	2	0	0	0	0	0	0	0	11	0	0	0	0	1	0	0	3	0	2	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	1	3	0	0	1	0	0	1	0	2	0	1	1	0	0	0	2	0	3	0	0	0	0	0	0	3	0	2	1	0	0	0	0	1	0	0	0	0	0	2	0	1	0	3	1	0	1	0	0	1	0	0	0	1	0	2	1	0	5	1	1	0	2	0	2	2	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	2	0	0	2	0	3	1	0	0	0	0	0	0	2	0	0	2	3	2	1	0	0	0	1	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	2	3	0	0	0	2	0	2	0	0	0	0	0	2	0	0	2	0	0	0	4	0	0	0	0	2	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1
blurredkisses	2	0	1	0	1	0	0	1	0	0	0	0	4	2	0	0	0	0	0	2	1	1	0	0	0	0	0	2	2	0	0	0	0	0	4	0	2	0	1	0	0	0	2	0	1	0	4	1	1	1	1	0	1	0	0	0	0	3	0	0	0	0	0	1	0	1	2	4	1	6	1	0	1	0	0	0	5	0	0	0	0	4	1	0	0	0	0	2	0	3	1	0	0	0	2	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	1	0	3	0	0	1	0	1	3	0	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	1	2	3	0	0	0	0	0	4	0	1	0	0	1	2	0	1	0	0	1	1	0	1	1	0	3	0	0	1	0	1	1	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	1	1	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	2	0	1	0	0	0	11	1	2	0	1	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	2	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	2	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	1	0	0	1	4	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	2	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0
The Life and Times of Jokar15	2	2	10	3	1	2	2	9	3	1	2	1	6	0	0	7	4	4	2	5	4	2	2	1	4	2	0	6	3	0	7	2	5	4	6	2	4	3	4	3	2	2	2	3	10	0	6	12	5	26	3	0	3	5	6	1	0	2	4	4	1	2	0	1	1	0	2	5	0	11	0	0	1	4	7	1	0	3	2	0	1	1	6	1	1	4	0	1	0	1	1	1	2	1	5	0	1	0	12	7	0	1	0	2	2	3	3	2	0	5	1	2	0	1	0	0	1	1	8	6	0	6	10	1	0	2	0	3	0	7	3	1	0	1	2	0	1	3	0	1	1	3	0	0	0	0	2	3	0	0	2	2	5	0	0	0	0	0	4	0	2	2	0	1	3	0	1	0	2	2	0	1	0	0	2	3	2	0	1	0	0	0	1	0	0	1	0	1	0	1	0	0	3	1	0	2	12	3	4	0	0	4	0	3	3	2	0	9	1	2	1	5	3	0	1	2	0	0	11	1	0	1	0	2	2	3	3	1	0	1	0	0	0	0	0	1	1	1	0	0	0	3	0	5	1	0	1	0	2	0	0	0	2	0	3	1	4	2	0	0	0	1	1	1	4	1	0	6	1	1	0	0	2	0	1	2	0	15	0	4	0	0	4	0	2	0	0	2	1	2	3	0	2	0	1	0	1	0	1	1	1	0	1	0	2	0	5	0	3	0	3	7	0	0	0	0	0	0	1	0	2	2	1	1	2	0	1	4	3	4	0	1	0	0	2	5	1	0	2	0	4	1	3	0	1	1	0	1	0	2	0	1	0	0	2	1	0	0	0	0	3	0	2	1	1	1	3	1	1	1	3	3	0	0	0	1	2	0	0	0	1	0	0	3	0	0	7	0	0	2	3	0	0	0	5	2	0	1	1	2	1	3	1	0	0	2	1	1	0	0	0	0	0	1	0	2	0	1	0	0	1	2	0	1	0	2	0	3	0	1	3	1	0	0	3	1	0	1	2	0	0	1	2	0	4	1	0	1	1	0	0	0	1	0	0	0	1	1	0	0	7	0	1	1	1	0	2	1	1	3	0	0	0	2	0	2	0	0	0	0	0	1	3	0	0	0	0	2	0	1	0	2	1	2	0	0	4	1	0	1
Where am I going, and why am I in a handbasket...	2	2	3	4	10	1	9	4	5	5	4	6	3	2	2	2	5	2	2	10	1	3	1	6	6	0	2	3	2	8	1	6	4	1	3	1	0	2	2	3	7	4	8	0	2	15	6	0	5	2	3	2	4	1	3	2	1	1	0	3	1	9	4	0	0	1	2	4	2	2	4	2	0	3	3	4	5	2	5	7	5	5	1	5	4	1	0	3	1	4	12	4	2	1	4	2	1	0	1	4	3	2	4	4	1	4	1	1	4	8	5	3	1	7	2	3	1	4	2	4	0	3	6	5	0	0	0	2	2	2	5	1	0	2	0	2	1	7	2	0	9	2	2	0	4	2	0	6	0	1	2	2	5	6	4	3	6	8	0	5	0	3	9	0	6	0	2	7	1	5	3	1	3	0	2	0	0	7	0	4	0	0	0	0	0	1	3	1	1	1	0	7	7	4	4	1	4	1	3	0	1	2	4	4	0	0	1	0	6	10	0	2	4	1	1	2	1	4	3	0	5	1	2	1	0	4	0	2	0	0	1	3	0	0	0	4	3	4	3	2	2	2	2	3	1	0	0	4	0	1	0	2	1	0	2	3	0	1	1	1	4	2	3	1	9	4	1	2	1	2	1	1	0	1	0	3	1	2	2	0	2	3	7	4	5	8	1	7	0	1	4	2	2	4	0	0	3	1	2	1	1	2	0	2	0	1	15	0	0	2	2	0	2	0	1	1	1	0	1	2	1	2	7	8	0	1	2	3	2	0	3	1	0	2	2	3	0	2	1	0	2	0	5	0	2	2	0	1	0	4	0	0	1	5	0	0	1	0	2	3	1	0	0	0	1	0	1	4	0	8	1	0	3	1	0	3	2	1	4	1	1	3	0	3	1	0	4	0	0	0	0	1	4	2	2	1	4	3	2	2	1	1	2	0	5	3	0	0	0	1	0	0	1	0	0	2	3	4	0	0	0	3	1	1	0	0	0	2	4	0	0	2	1	1	2	2	0	2	0	0	0	1	1	0	1	4	2	0	2	0	0	0	1	0	1	0	0	2	0	1	1	1	1	2	2	3	0	1	7	1	0	0	1	1	4	0	0	0	1	0	5	3	1	0	0	0	1	1	1	5	0	1	0	2	0	1	2	1	1	1
A Day in the Life...	0	2	3	14	1	3	4	1	2	1	1	5	1	4	1	1	7	2	1	1	5	2	0	1	3	6	2	0	1	2	9	2	2	1	2	0	0	2	5	0	2	3	1	3	4	149	4	2	1	6	5	1	0	0	2	1	2	14	1	0	5	1	2	3	1	0	1	0	4	1	6	1	2	4	2	0	5	3	1	2	0	4	1	0	5	1	2	1	1	1	3	3	3	1	0	6	4	0	5	0	5	0	4	2	2	1	4	4	1	4	0	1	0	0	0	0	1	2	1	1	5	1	2	6	3	2	0	3	5	1	2	4	2	3	0	0	2	4	3	5	2	0	3	2	4	0	1	0	8	2	1	0	0	1	0	1	0	7	4	0	0	2	2	3	0	0	1	0	1	1	1	6	3	4	0	1	1	2	2	2	0	1	2	1	1	0	1	1	0	0	6	0	0	2	0	0	1	3	3	0	1	1	0	4	1	0	0	0	2	0	1	1	1	1	0	1	0	0	2	3	7	2	0	1	0	2	8	2	7	1	2	1	6	8	1	0	1	3	1	0	4	3	0	1	3	0	4	2	3	0	1	0	1	2	4	3	3	2	1	1	0	0	0	0	0	2	0	2	0	0	0	15	0	6	1	0	5	0	1	6	1	1	0	0	0	0	2	0	1	2	0	4	0	3	0	1	1	0	0	0	0	4	0	0	0	0	2	2	0	1	2	6	0	1	4	4	1	0	1	3	1	3	0	1	0	0	3	0	0	0	2	0	4	1	0	0	1	1	0	0	0	3	1	0	0	1	1	1	1	0	1	0	1	0	0	1	0	0	0	0	0	1	0	3	3	2	0	2	3	1	0	0	0	0	0	0	0	1	3	1	0	0	0	0	0	4	1	1	0	0	0	2	2	3	1	0	0	1	1	0	1	0	0	1	2	0	0	0	1	0	0	1	0	1	1	0	1	1	0	0	0	0	0	0	0	2	0	0	1	1	2	0	0	0	0	0	1	0	1	2	3	0	1	1	0	1	0	0	2	1	3	0	0	0	2	0	0	0	5	5	0	0	0	0	1	2	1	2	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	3	1	0	0	1	0	0	6	1	2	0	1	1	0	1	0	0
The Living Rockumentary	0	0	1	2	3	3	1	1	5	4	0	0	1	2	5	2	1	0	3	0	5	0	3	0	0	4	0	1	2	1	4	0	1	2	3	2	1	1	3	1	8	1	4	5	5	175	4	1	8	1	1	1	1	1	0	0	2	2	1	14	5	1	2	0	2	0	5	2	2	1	2	0	1	5	1	2	1	1	0	0	6	0	4	3	1	2	2	0	0	0	7	1	0	3	1	4	1	3	3	1	7	2	1	0	1	1	1	1	0	4	7	1	0	1	1	1	0	5	1	1	1	1	0	1	4	1	9	1	1	0	1	1	0	11	1	3	2	7	0	3	2	0	5	2	11	2	0	2	1	2	2	0	0	1	1	4	0	3	1	1	3	5	2	3	4	1	1	0	0	2	1	3	3	2	2	1	2	0	2	2	2	3	1	4	0	1	2	1	0	6	1	1	0	1	0	2	0	2	2	0	2	3	6	0	1	1	1	5	0	3	1	1	3	3	0	0	2	1	3	1	0	1	1	0	0	0	0	3	1	0	0	0	2	2	0	3	3	4	0	1	0	1	3	2	2	1	1	0	3	1	0	0	4	0	0	2	2	0	1	2	3	1	0	0	5	1	2	2	4	5	3	5	0	0	1	1	3	0	0	0	1	5	1	0	3	3	0	0	0	0	0	1	3	0	1	1	0	0	0	5	0	2	4	3	2	4	1	6	1	1	2	0	0	2	0	4	0	9	1	0	2	4	0	2	2	0	0	2	2	1	0	2	0	1	2	3	0	2	0	2	0	2	3	3	3	0	1	1	0	1	1	9	2	1	0	0	4	0	0	1	1	1	0	0	0	0	1	0	0	3	1	1	1	1	1	1	0	1	1	0	2	0	6	1	4	10	1	0	2	1	1	0	0	1	1	1	1	0	1	1	1	0	2	0	0	2	1	0	0	1	0	0	0	2	0	1	15	0	1	4	1	1	3	3	2	0	0	1	2	0	0	0	0	0	0	3	0	1	1	2	1	2	1	2	2	1	4	0	3	0	0	2	3	1	0	1	4	0	0	2	0	2	0	2	0	0	0	3	2	0	2	2	1	0	0	0	2	2	2	6	4	5	0	0	1	0	2	0	2	1	0	0	0	0	1	0	0	0	0	2
Writing is my therapy	6	7	3	3	0	4	2	3	4	13	7	19	1	8	9	1	2	5	1	6	4	7	0	8	9	0	12	2	7	3	4	9	3	4	7	9	11	1	2	2	0	1	1	1	6	14	4	3	1	0	5	2	2	4	0	5	0	0	1	4	9	0	2	2	5	3	1	5	3	0	5	5	10	4	1	2	2	1	2	5	1	7	7	0	3	5	1	2	7	10	0	4	2	0	6	3	1	3	0	3	1	7	10	6	0	0	1	3	3	1	10	2	2	0	2	7	3	4	0	1	0	2	0	11	0	2	0	10	6	3	3	3	3	0	0	5	4	0	0	2	1	3	2	2	1	0	17	0	3	1	1	3	5	1	3	2	5	1	1	2	1	2	1	2	5	7	1	3	1	1	9	0	2	1	0	2	1	13	7	6	4	0	6	0	4	5	0	1	7	1	1	8	0	1	5	1	2	0	1	1	2	2	0	0	1	4	2	0	3	0	3	3	0	2	0	7	2	8	6	1	0	2	0	6	4	3	6	0	0	3	5	9	0	0	1	5	0	2	8	0	2	1	1	2	0	5	0	1	0	2	2	1	1	0	1	2	1	0	0	2	7	0	1	0	0	0	3	0	0	2	0	1	2	0	5	3	2	0	1	3	4	1	3	2	0	2	1	1	2	1	6	7	3	1	0	1	0	2	1	0	0	1	2	2	1	2	0	0	0	0	0	0	1	7	6	0	0	0	2	1	4	2	0	2	0	0	0	4	0	0	3	0	4	3	5	0	6	0	0	3	1	2	2	0	2	3	2	0	0	0	3	3	9	3	0	2	0	0	0	2	0	1	0	2	1	1	5	1	0	1	1	0	3	1	1	1	1	1	0	1	0	0	0	0	0	0	7	4	0	0	0	4	0	1	0	2	0	0	0	0	3	0	0	2	0	1	12	3	1	0	7	2	3	0	0	1	0	2	2	0	0	0	0	0	4	1	2	0	1	0	0	2	2	5	1	0	0	0	2	1	0	0	1	1	0	1	3	1	0	3	0	3	2	0	0	2	2	0	0	6	9	1	1	0	0	4	0	0	0	1	2	1	2	1	2	0	0	0	2	0	0	0	0	2	1	0	0	0	1	1	2	0	0	0	1	1	1	7	2	1
